company,company_href,declaration_date,operation,instrument,amount_from_main,author,operation_date,quantity,price_eur,total_value_eur,comments,scraped_page,scraped_at,operation_date_parsed,declaration_date_parsed
Cegedim,/marches/transactions_dirigeants/FR0000053506p,10/02/2025,Acquisition,Action,86090.0,"Auteur:CROISSANCE 2030 SAS personne morale liée à Pierre Marucchi, Directeur Général Délégué",10/02/2025,7000,12.3,86100.0,,63,2025-07-27 20:58:11,2025-02-10,2025-02-10
Altamir,/marches/transactions_dirigeants/FR0000053837p,10/02/2025,Acquisition,Action,1999864.0,"Auteur:AMBOISE SAS SAS, Président Directeur Général de l'Associé Commandité",06/02/2025,84740,23.6,1999864.0000000002,,63,2025-07-27 20:58:11,2025-02-06,2025-02-10
ID Logistics,/marches/transactions_dirigeants/FR0010929125p,09/02/2025,Cession,Action,311902.0,"Auteur:LIBERTAD  personne morale liée à Christophe Satin, Directeur Général Délégué / Administrateur",07/02/2025,759,410.94,311903.46,"La société Libertad est contrôlée par Christophe Satin, Directeur Général Délégué et Administrateur d'ID Logistics Group",63,2025-07-27 20:58:11,2025-02-07,2025-02-09
Predilife,/marches/transactions_dirigeants/FR0010169920p,07/02/2025,Echange,Action,7640.0,"Auteur:Stéphane RAGUSA, PDG",07/02/2025,2000,3.82,7640.0,,63,2025-07-27 20:58:11,2025-02-07,2025-02-07
Sidetrade,/marches/transactions_dirigeants/FR0010202606p,07/02/2025,Acquisition,Action,5100.0,"Auteur:olivier novasque, PRESIDENT",07/02/2025,20,255.0,5100.0,,63,2025-07-27 20:58:11,2025-02-07,2025-02-07
Dassault Systemes,/marches/transactions_dirigeants/FR0014003TT8p,07/02/2025,Cession,Action,352599.0,"Auteur:Victoire JACQUIN DE MARGERIE, Directrice du Marketing corporate et de la Communication",07/02/2025,8685,40.6,352611.0,,63,2025-07-27 20:58:11,2025-02-07,2025-02-07
Dassault Systemes,/marches/transactions_dirigeants/FR0014003TT8p,07/02/2025,Cession,Action,3593027.0,"Auteur:ROUVEN BERGMANN, Directeur Général Adjoint, Finances",07/02/2025,88360,40.66,3592717.5999999996,,63,2025-07-27 20:58:11,2025-02-07,2025-02-07
Dassault Systemes,/marches/transactions_dirigeants/FR0014003TT8p,07/02/2025,Exercice,Option d'achat,2570392.0,"Auteur:ROUVEN BERGMANN, Directeur Général Adjoint, Finances",07/02/2025,88360,29.09,2570392.4,,63,2025-07-27 20:58:11,2025-02-07,2025-02-07
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,07/02/2025,Acquisition,Action,10880.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée  personne morale liée à Antoine  FLAMARION, Président de AF&CoManagement, elle-même Gérant de Tikehau Capital",07/02/2025,500,21.76,10880.0,"Tikehau Capital Advisors est une personne étroitement liée à deux personnes dirigeantes de Tikehau Capital, à savoir : - AF&Co Management, Gérant, dont Monsieur Antoine Flamarion est le Président; et - MCH Management, Gérant, dont Monsieur Mathieu Chabran est le Président. Monsieur Antoine Flamarion est également président de la société AF&Co, elle-même Président de Tikehau Capital Advisors, et Monsieur Mathieu Chabran est également président de la société MCH, elle-même Directeur Général statutaire de Tikehau Capital Advisors. Tikehau Capital Advisors est également l'actionnaire unique de Tikehau Capital Commandité, associé commandité de Tikehau Capital.",63,2025-07-27 20:58:11,2025-02-07,2025-02-07
Soitec Silicon,/marches/transactions_dirigeants/FR0013227113p,07/02/2025,Acquisition,Action,20134.0,"Auteur:Laurence Delpy, Représentant permanent de Fonds Stratégique de Participations au Conseil d'Administration de Soitec",06/02/2025,335,60.1,20133.5,,63,2025-07-27 20:58:11,2025-02-06,2025-02-07
Dontnod Entertainment,/marches/transactions_dirigeants/FR0013331212p,07/02/2025,Acquisition,Action,11000.0,"Auteur:Modern Vision Entertainment Limited (MVE) LLC, Membre du Conseil",06/02/2025,10000,1.1,11000.0,"Mon commentaire préparé (qui sera publié)):  Transaction réalisée par la société Modern Vision Entertainment (MVE), Malta, Co Reg C 86651, personne étroitement liée à M Kostadin Yanev, membre du conseil d’administration.",64,2025-07-27 20:58:12,2025-02-06,2025-02-07
Sodexo,/marches/transactions_dirigeants/FR0000121220p,07/02/2025,Acquisition,Action,8082732.0,"Auteur:BELLON SA  personne morale liée à Sodexo, Société fille",07/02/2025,113000,71.53,8082890.0,,64,2025-07-27 20:58:12,2025-02-07,2025-02-07
Publicis Groupe,/marches/transactions_dirigeants/FR0000130577p,07/02/2025,Cession,Action,298253.0,"Auteur:LORIS NOLD, DIRECTEUR FINANCIER",05/02/2025,2850,104.65,298252.5,,64,2025-07-27 20:58:12,2025-02-05,2025-02-07
Amundi,/marches/transactions_dirigeants/FR0004125920p,06/02/2025,Cession,Action,94163.0,"Auteur:fannie wurtz, Directrice Générale Déléguée Amundi AM",06/02/2025,1395,67.5,94162.5,cession d'actions de performance,64,2025-07-27 20:58:12,2025-02-06,2025-02-06
Sodexo,/marches/transactions_dirigeants/FR0000121220p,06/02/2025,Acquisition,Action,9333428.0,"Auteur:BELLON SA  personne morale liée à Sodexo, Société fille",06/02/2025,130000,71.8,9334000.0,,64,2025-07-27 20:58:12,2025-02-06,2025-02-06
Lvmh,/marches/transactions_dirigeants/FR0000121014p,06/02/2025,Acquisition,Action,29999733.0,"Auteur:Christian Dior Société Européenne personne morale liée à Bernard Arnault, Président-directeur général",03/02/2025,43660,687.12,29999659.2,La société Christian Dior est également étroitement liée à Monsieur Antoine Arnault et à Madame Delphine Arnault membres duConseil d’administration de LVMH.,64,2025-07-27 20:58:12,2025-02-03,2025-02-06
Lvmh,/marches/transactions_dirigeants/FR0000121014p,06/02/2025,Acquisition,Action,14999683.0,"Auteur:Christian Dior Société Européenne personne morale liée à Bernard Arnault, Président-directeur général",04/02/2025,21680,691.87,14999741.6,La société Christian Dior est également étroitement liée à Monsieur Antoine Arnault et à Madame Delphine Arnault membres duConseil d’administration de LVMH.,64,2025-07-27 20:58:12,2025-02-04,2025-02-06
Lvmh,/marches/transactions_dirigeants/FR0000121014p,06/02/2025,Acquisition,Action,31039446.0,"Auteur:Christian Dior Société Européenne personne morale liée à Bernard Arnault, Président-directeur général",05/02/2025,45345,684.52,31039559.4,La société Christian Dior est également étroitement liée à Monsieur Antoine Arnault et à Madame Delphine Arnault membres duConseil d’administration de LVMH.,64,2025-07-27 20:58:12,2025-02-05,2025-02-06
Cegedim,/marches/transactions_dirigeants/FR0000053506p,06/02/2025,Acquisition,Action,73824.0,"Auteur:FCB SAS, Administrateur",06/02/2025,6152,12.0,73824.0,,64,2025-07-27 20:58:12,2025-02-06,2025-02-06
Cegedim,/marches/transactions_dirigeants/FR0000053506p,06/02/2025,Acquisition,Action,95736.0,"Auteur:CROISSANCE 2030 SAS personne morale liée à Pierre Marucchi, Directeur Général Délégué",06/02/2025,7978,12.0,95736.0,,64,2025-07-27 20:58:12,2025-02-06,2025-02-06
Roche Bobois,/marches/transactions_dirigeants/FR0013344173p,06/02/2025,Cession,Action,30272.0,"Auteur:Eric Amourdedieu, Directeur général",06/02/2025,704,43.0,30272.0,,64,2025-07-27 20:58:12,2025-02-06,2025-02-06
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,06/02/2025,Acquisition,Action,10940.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée  personne morale liée à Antoine  FLAMARION, Président de AF&CoManagement, elle-même Gérant de Tikehau Capital",06/02/2025,500,21.88,10940.0,"Tikehau Capital Advisors est une personne étroitement liée à deux personnes dirigeantes de Tikehau Capital, à savoir : - AF&Co Management, Gérant, dont Monsieur Antoine Flamarion est le Président; et - MCH Management, Gérant, dont Monsieur Mathieu Chabran est le Président. Monsieur Antoine Flamarion est également président de la société AF&Co, elle-même Président de Tikehau Capital Advisors, et Monsieur Mathieu Chabran est également président de la société MCH, elle-même Directeur Général statutaire de Tikehau Capital Advisors. Tikehau Capital Advisors est également l'actionnaire unique de Tikehau Capital Commandité, associé commandité de Tikehau Capital.",64,2025-07-27 20:58:12,2025-02-06,2025-02-06
Dassault Systemes,/marches/transactions_dirigeants/FR0014003TT8p,06/02/2025,Cession,Action,202761.0,"Auteur:ERIK SWEDBERG, Executive Vice President Americas",05/02/2025,5000,40.55,202750.0,,64,2025-07-27 20:58:12,2025-02-05,2025-02-06
Carmat,/marches/transactions_dirigeants/FR0010907956p,06/02/2025,Souscription,Action,3500000.0,"Auteur:Lohas Sàrl Société à responsabilité limitée (Luxembourg) personne morale liée à Pierre Bastid, Administrateur",04/02/2025,4545454,0.77,3499999.58,,64,2025-07-27 20:58:12,2025-02-04,2025-02-06
Frey,/marches/transactions_dirigeants/FR0010588079p,05/02/2025,Acquisition,Action,1380.0,"Auteur:FIRMAMENT PARTICIPATIONS Société en commandite par actions, Administrateur",03/02/2025,50,27.6,1380.0,,64,2025-07-27 20:58:12,2025-02-03,2025-02-05
Sidetrade,/marches/transactions_dirigeants/FR0010202606p,05/02/2025,Acquisition,Action,43819.0,"Auteur:olivier novasque, PRESIDENT",05/02/2025,168,260.83,43819.439999999995,,64,2025-07-27 20:58:12,2025-02-05,2025-02-05
ID Logistics,/marches/transactions_dirigeants/FR0010929125p,05/02/2025,Cession,Action,204145.0,"Auteur:LIBERTAD  personne morale liée à Christophe Satin, Directeur Général Délégué / Administrateur",04/02/2025,502,406.66,204143.32,"La société Libertad est contrôlée par Christophe Satin, Directeur Général Délégué et Administrateur d'ID Logistics Group",64,2025-07-27 20:58:12,2025-02-04,2025-02-05
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,05/02/2025,Acquisition,Action,10900.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée  personne morale liée à Antoine  FLAMARION, Président de AF&CoManagement, elle-même Gérant de Tikehau Capital",05/02/2025,500,21.8,10900.0,"Tikehau Capital Advisors est une personne étroitement liée à deux personnes dirigeantes de Tikehau Capital, à savoir : - AF&Co Management, Gérant, dont Monsieur Antoine Flamarion est le Président; et - MCH Management, Gérant, dont Monsieur Mathieu Chabran est le Président. Monsieur Antoine Flamarion est également président de la société AF&Co, elle-même Président de Tikehau Capital Advisors, et Monsieur Mathieu Chabran est également président de la société MCH, elle-même Directeur Général statutaire de Tikehau Capital Advisors. Tikehau Capital Advisors est également l'actionnaire unique de Tikehau Capital Commandité, associé commandité de Tikehau Capital.",64,2025-07-27 20:58:12,2025-02-05,2025-02-05
Roche Bobois,/marches/transactions_dirigeants/FR0013344173p,05/02/2025,Cession,Action,45360.0,"Auteur:Eric Amourdedieu, Directeur général",04/02/2025,1050,43.2,45360.0,,64,2025-07-27 20:58:12,2025-02-04,2025-02-05
Roche Bobois,/marches/transactions_dirigeants/FR0013344173p,05/02/2025,Cession,Action,30235.0,"Auteur:Eric Amourdedieu, Directeur général",05/02/2025,703,43.01,30236.03,,64,2025-07-27 20:58:12,2025-02-05,2025-02-05
Roche Bobois,/marches/transactions_dirigeants/FR0013344173p,05/02/2025,Cession,Action,73303.0,"Auteur:Guillaume Demulier, Président du Directoire",03/02/2025,1689,43.4,73302.59999999999,,64,2025-07-27 20:58:12,2025-02-03,2025-02-05
Cegedim,/marches/transactions_dirigeants/FR0000053506p,05/02/2025,Acquisition,Action,3459.0,"Auteur:FCB SAS, Administrateur",05/02/2025,289,11.97,3459.3300000000004,,64,2025-07-27 20:58:12,2025-02-05,2025-02-05
Cegedim,/marches/transactions_dirigeants/FR0000053506p,05/02/2025,Acquisition,Action,264.0,"Auteur:CROISSANCE 2030 SAS personne morale liée à Pierre Marucchi, Directeur Général Délégué",05/02/2025,22,12.0,264.0,,64,2025-07-27 20:58:12,2025-02-05,2025-02-05
Credit Agricole,/marches/transactions_dirigeants/FR0000045072p,05/02/2025,Acquisition,Action,353099732.0,"Auteur:SAS RUE LA BOETIE Société par Actions Simplifiée , La SAS Rue La Boétiei est administrateur de Crédit Agricole SA",05/02/2025,22094418,15.98,353068799.64,,64,2025-07-27 20:58:12,2025-02-05,2025-02-05
Credit Agricole,/marches/transactions_dirigeants/FR0000045072p,05/02/2025,conclusion d’un contrat financier à terme,Action,353099732.0,"Auteur:SAS RUE LA BOETIE Société par Actions Simplifiée , La SAS Rue La Boétiei est administrateur de Crédit Agricole SA",05/02/2025,22094418,15.98,353068799.64,,65,2025-07-27 20:58:13,2025-02-05,2025-02-05
Peugeot Invest,/marches/transactions_dirigeants/FR0000064784p,05/02/2025,Acquisition,Action,14400.0,"Auteur:Cartusia , Administrateur",04/02/2025,200,72.0,14400.0,"Acquisition d'actions Peugeot Invest par la société Cartusia, représentée par Xavier Barbaro au Conseil d'administration de Peugeot Invest.",65,2025-07-27 20:58:13,2025-02-04,2025-02-05
Sodexo,/marches/transactions_dirigeants/FR0000121220p,05/02/2025,Acquisition,Action,8299788.0,"Auteur:BELLON SA  personne morale liée à Sodexo, Société fille",04/02/2025,116000,71.55,8299800.0,,65,2025-07-27 20:58:13,2025-02-04,2025-02-05
Sodexo,/marches/transactions_dirigeants/FR0000121220p,05/02/2025,Acquisition,Action,6875150.0,"Auteur:BELLON SA  personne morale liée à Sodexo, Société fille",05/02/2025,95000,72.37,6875150.0,,65,2025-07-27 20:58:13,2025-02-05,2025-02-05
Sanofi,/marches/transactions_dirigeants/FR0000120578p,05/02/2025,Acquisition,American Depositary shares,106230.0,"Auteur:Jean-Paul Kress, Director",05/02/2025,2000,53.12,106240.0,,65,2025-07-27 20:58:13,2025-02-05,2025-02-05
Amundi,/marches/transactions_dirigeants/FR0004125920p,05/02/2025,Cession,Action,179689.0,"Auteur:Eric Vandamme, Directeur des Risques - Membre du Comite de Direction Generale",05/02/2025,2681,67.02,179680.62,,65,2025-07-27 20:58:13,2025-02-05,2025-02-05
Courbet Heritage,/marches/transactions_dirigeants/FR0004998318p,04/02/2025,Acquisition,Action,10194.0,"Auteur:OTT HERITAGE SAS, PRESIDENT",03/02/2025,10731,0.95,10194.449999999999,,65,2025-07-27 20:58:13,2025-02-03,2025-02-04
Sodexo,/marches/transactions_dirigeants/FR0000121220p,04/02/2025,Acquisition,Action,7921815.0,"Auteur:BELLON SA  personne morale liée à SODEXO, Société fille",03/02/2025,110000,72.02,7922200.0,,65,2025-07-27 20:58:13,2025-02-03,2025-02-04
Cegedim,/marches/transactions_dirigeants/FR0000053506p,04/02/2025,Acquisition,Action,6397.0,"Auteur:FCB SAS, Administrateur",04/02/2025,535,11.96,6398.6,,65,2025-07-27 20:58:13,2025-02-04,2025-02-04
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,04/02/2025,Acquisition,Action,10870.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée  personne morale liée à Antoine  FLAMARION, Président de AF&CoManagement, elle-même Gérant de Tikehau Capital",04/02/2025,500,21.74,10870.0,"Tikehau Capital Advisors est une personne étroitement liée à deux personnes dirigeantes de Tikehau Capital, à savoir : - AF&Co Management, Gérant, dont Monsieur Antoine Flamarion est le Président; et - MCH Management, Gérant, dont Monsieur Mathieu Chabran est le Président. Monsieur Antoine Flamarion est également président de la société AF&Co, elle-même Président de Tikehau Capital Advisors, et Monsieur Mathieu Chabran est également président de la société MCH, elle-même Directeur Général statutaire de Tikehau Capital Advisors. Tikehau Capital Advisors est également l'actionnaire unique de Tikehau Capital Commandité, associé commandité de Tikehau Capital.",65,2025-07-27 20:58:13,2025-02-04,2025-02-04
Tikehau Capital,/marches/transactions_dirigeants/FR0013230612p,03/02/2025,Acquisition,Action,10800.0,"Auteur:TIKEHAU CAPITAL ADVISORS Société par actions simplifiée  personne morale liée à Antoine  FLAMARION, Président de AF&CoManagement, elle-même Gérant de Tikehau Capital",03/02/2025,500,21.6,10800.0,"Tikehau Capital Advisors est une personne étroitement liée à deux personnes dirigeantes de Tikehau Capital, à savoir : - AF&Co Management, Gérant, dont Monsieur Antoine Flamarion est le Président; et - MCH Management, Gérant, dont Monsieur Mathieu Chabran est le Président. Monsieur Antoine Flamarion est également président de la société AF&Co, elle-même Président de Tikehau Capital Advisors, et Monsieur Mathieu Chabran est également président de la société MCH, elle-même Directeur Général statutaire de Tikehau Capital Advisors. Tikehau Capital Advisors est également l'actionnaire unique de Tikehau Capital Commandité, associé commandité de Tikehau Capital.",65,2025-07-27 20:58:13,2025-02-03,2025-02-03
Roche Bobois,/marches/transactions_dirigeants/FR0013344173p,03/02/2025,Cession,Action,21964.0,"Auteur:Eric Amourdedieu, Directeur général",03/02/2025,506,43.41,21965.46,,65,2025-07-27 20:58:13,2025-02-03,2025-02-03
ID Logistics,/marches/transactions_dirigeants/FR0010929125p,03/02/2025,Cession,Action,1785113.0,"Auteur:LIBERTAD  personne morale liée à Christophe Satin, Directeur Général Délégué / Administrateur",31/01/2025,4437,402.32,1785093.84,"La société Libertad est contrôlée par Christophe Satin, Directeur Général Délégué et Administrateur d'ID Logistics Group",65,2025-07-27 20:58:13,2025-01-31,2025-02-03
Amoeba Biocide,/marches/transactions_dirigeants/FR0011051598p,03/02/2025,Acquisition,Action,2417.0,"Auteur:Jean-Luc SOUCHE, ADMINISTRATEUR",03/02/2025,2700,0.9,2430.0,,65,2025-07-27 20:58:13,2025-02-03,2025-02-03
Neoen,/marches/transactions_dirigeants/FR0011675362p,03/02/2025,apport d’actions en capital à une société,Action,6172167.0,"Auteur:Romain Desrousseaux, Directeur Général Délégué",02/02/2025,154885,39.85,6172167.25,"Apport de 154.885 actions Neoen par Romain Desrousseaux à la société Planpincieux SAS, société en formation (dont RomainDesrousseaux est associé unique et président). Les formalités d’immatriculation de cette société sont en cours auprès du Greffe. Cette opération ne diminue pas ni n’augmente le niveau de détention globale (directe et indirecte) de Romain Desrousseaux dans Neoen. La valeur retenue pour cet apport est de 39,85 euros par action Neoen, qui est la valeur de l’offre publique d’achat simplifiée obligatoire déposée conformément aux dispositions de l’article 231-13 du Règlement Général de l’AMF par BNP Paribas et Société Générale, en qualité de banques présentatrices, auprès de l’Autorité des Marchés Financiers pour le compte de Brookfield Renewable Holdings SAS (928 680 024 RCS Paris) le 2 janvier 2025.",65,2025-07-27 20:58:13,2025-02-02,2025-02-03
